time,n_atom,itr,type
911139982,1000,0,cpu
346048029,1000,0,unsorted_cutoff
565404577,1000,0,sorted_cutoff
9427128844,3250,0,cpu
288016059,3250,0,unsorted_cutoff
295191673,3250,0,sorted_cutoff
26956812262,5500,0,cpu
293246406,5500,0,unsorted_cutoff
296823503,5500,0,sorted_cutoff
53366169356,7750,0,cpu
289076059,7750,0,unsorted_cutoff
296023181,7750,0,sorted_cutoff
88992129184,10000,0,cpu
290697650,10000,0,unsorted_cutoff
297892405,10000,0,sorted_cutoff
